Id,SalePrice
1682,280007.66
1683,184612.94
1684,163815.56
1685,171876.34
1686,158387.05
1687,167678.81
1688,178732.98
1689,182836.34
1690,188331.12
1691,174991.86
1692,297801.0
1693,159233.92
1694,188085.83
1695,172360.52
1696,252756.52
1697,181375.83
1698,359387.6
1699,350049.44
1700,241240.66
1701,276157.25
1702,239154.66
1703,242037.53
1704,267216.38
1705,239049.34
1706,469821.66
1707,223008.17
1708,229479.31
1709,268937.84
1710,238221.58
1711,262364.25
1712,226195.0
1713,253052.05
1714,224668.77
1715,203346.88
1716,175681.47
1717,169716.56
1718,129154.234
1719,196579.42
1720,257721.92
1721,169703.95
1722,123813.05
1723,157816.05
1724,216470.72
1725,236794.9
1726,195822.33
1727,175965.56
1728,179460.31
1729,162477.2
1730,171696.67
1731,111768.23
1732,134952.72
1733,118529.43
1734,114231.86
1735,131594.78
1736,106109.83
1737,367113.97
1738,219507.14
1739,300712.72
1740,218143.1
1741,191871.89
1742,177667.1
1743,173557.69
1744,288948.78
1745,240333.62
1746,234065.06
1747,207887.9
1748,208527.69
1749,154045.22
1750,133460.67
1751,235776.28
1752,124757.04
1753,144928.95
1754,204437.88
1755,157861.3
1756,128812.164
1757,117328.76
1758,134777.53
1759,175389.98
1760,159104.4
1761,119420.195
1762,157475.94
1763,161028.56
1764,113276.1
1765,160816.92
1766,155143.1
1767,221400.28
1768,141236.08
1769,163038.61
1770,140006.89
1771,142394.14
1772,142970.36
1773,126821.78
1774,125969.125
1775,141523.19
1776,126436.86
1777,120790.03
1778,134158.88
1779,110893.56
1780,183269.05
1781,128100.586
1782,96822.09
1783,130689.375
1784,96366.805
1785,111910.0
1786,144701.77
1787,174703.02
1788,58096.266
1789,100043.586
1790,74641.4
1791,201814.4
1792,160488.5
1793,144092.05
1794,148208.39
1795,139699.38
1796,127851.33
1797,115580.36
1798,125128.36
1799,122211.52
1800,120956.22
1801,132820.5
1802,163783.02
1803,165048.05
1804,147638.11
1805,134630.92
1806,120383.72
1807,137681.47
1808,115823.01
1809,127584.0
1810,143430.7
1811,94446.71
1812,87019.57
1813,116864.15
1814,89241.65
1815,45845.312
1816,88677.0
1817,123832.11
1818,122183.58
1819,105560.24
1820,70706.93
1821,105995.664
1822,158711.72
1823,52402.67
1824,153034.67
1825,131768.19
1826,103026.35
1827,106065.016
1828,145539.81
1829,116341.94
1830,151194.84
1831,135942.05
1832,90109.47
1833,128796.3
1834,128829.52
1835,141266.83
1836,138827.34
1837,105358.625
1838,123748.98
1839,84043.74
1840,174614.12
1841,152778.89
1842,66969.94
1843,119824.11
1844,130512.24
1845,126422.84
1846,156041.45
1847,151461.23
1848,40915.742
1849,130672.914
1850,126401.484
1851,152765.22
1852,140251.19
1853,127105.74
1854,179416.75
1855,135894.89
1856,219139.03
1857,142931.72
1858,136893.12
1859,121551.195
1860,151517.14
1861,121551.195
1862,262681.9
1863,260186.48
1864,260186.48
1865,311739.72
1866,315185.88
1867,246836.3
1868,291894.97
1869,201967.23
1870,234076.22
1871,249301.78
1872,162481.81
1873,231436.34
1874,142499.8
1875,187000.23
1876,198709.14
1877,205621.48
1878,204623.12
1879,137616.64
1880,136715.2
1881,235049.8
1882,250121.3
1883,202373.12
1884,199997.9
1885,276668.28
1886,284215.62
1887,209442.3
1888,267517.56
1889,154514.9
1890,126291.58
1891,139990.0
1892,101159.74
1893,139772.3
1894,129439.36
1895,142369.08
1896,125686.875
1897,104477.63
1898,103695.1
1899,151248.97
1900,167885.0
1901,182362.27
1902,123860.516
1903,217408.69
1904,143730.69
1905,176197.08
1906,161704.72
1907,224487.2
1908,124667.29
1909,128020.77
1910,116497.18
1911,207672.3
1912,274726.28
1913,168104.27
1914,77700.58
1915,331791.53
1916,73678.31
1917,257601.69
1918,140198.2
1919,156444.56
1920,136074.0
1921,418834.16
1922,278679.7
1923,218095.48
1924,256296.23
1925,219376.86
1926,358491.44
1927,133856.08
1928,158047.48
1929,131932.22
1930,125170.7
1931,135749.92
1932,122061.016
1933,161875.17
1934,183871.45
1935,171607.75
1936,190719.58
1937,182484.81
1938,185654.48
1939,257498.8
1940,198830.23
1941,175610.86
1942,192880.02
1943,199808.36
1944,325013.34
1945,382840.56
1946,146230.02
1947,311443.0
1948,165911.03
1949,263150.47
1950,177389.05
1951,254383.61
1952,247469.98
1953,162441.6
1954,179387.73
1955,127465.164
1956,274940.28
1957,161820.6
1958,293741.6
1959,132391.3
1960,117702.695
1961,114460.17
1962,95516.445
1963,101487.04
1964,110618.67
1965,158602.5
1966,152517.45
1967,304931.7
1968,404604.44
1969,392789.22
1970,456818.28
1971,477867.2
1972,372021.0
1973,265765.12
1974,297675.72
1975,466867.53
1976,300581.06
1977,360792.06
1978,372154.1
1979,319587.5
1980,188482.17
1981,307537.62
1982,232647.6
1983,218231.64
1984,171239.31
1985,223273.64
1986,209031.22
1987,168279.88
1988,175464.73
1989,186763.05
1990,217177.1
1991,238054.31
1992,215911.77
1993,166152.78
1994,227043.48
1995,177486.83
1996,233000.22
1997,322521.6
1998,377772.72
1999,250414.14
2000,291132.3
2001,259026.69
2002,234069.89
2003,235437.28
2004,254879.14
2005,239513.05
2006,230154.08
2007,221215.4
2008,226662.58
2009,187497.8
2010,185767.84
2011,128088.2
2012,167207.98
2013,187122.1
2014,183170.31
2015,200214.83
2016,198971.19
2017,211384.66
2018,114392.875
2019,136992.06
2020,124187.21
2021,108738.055
2022,170287.12
2023,136493.86
2024,215797.16
2025,467190.88
2026,175311.98
2027,124339.555
2028,155146.72
2029,182537.36
2030,287786.9
2031,250796.81
2032,265308.84
2033,275000.16
2034,160537.97
2035,214076.81
2036,187083.6
2037,185129.98
2038,297520.34
2039,216162.5
2040,365874.94
2041,292940.12
2042,195661.73
2043,162855.22
2044,177596.08
2045,245150.66
2046,122221.04
2047,156027.52
2048,135048.03
2049,128917.484
2050,179577.72
2051,104179.27
2052,136730.9
2053,149587.98
2054,75236.445
2055,154771.31
2056,135972.9
2057,130431.82
2058,244415.47
2059,119664.52
2060,170095.75
2061,176449.19
2062,138538.56
2063,112237.6
2064,140750.77
2065,138829.64
2066,178132.77
2067,106793.01
2068,132385.92
2069,90679.82
2070,109788.414
2071,93323.54
2072,128827.74
2073,138309.03
2074,184782.1
2075,142657.6
2076,113377.82
2077,151532.23
2078,132800.27
2079,119092.125
2080,115982.664
2081,121233.46
2082,148085.3
2083,138259.45
2084,115468.97
2085,125097.79
2086,140829.62
2087,118402.016
2088,87268.5
2089,83023.164
2090,132428.39
2091,118824.91
2092,137927.0
2093,117351.766
2094,135649.5
2095,142830.58
2096,81302.09
2097,94864.73
2098,149767.11
2099,47873.094
2100,100132.04
2101,106693.23
2102,134876.55
2103,91281.51
2104,124118.4
2105,129714.09
2106,73285.73
2107,253941.27
2108,123876.27
2109,115660.88
2110,134230.8
2111,161396.5
2112,139966.7
2113,130903.97
2114,107804.66
2115,161081.94
2116,116906.17
2117,168190.03
2118,110098.08
2119,106593.766
2120,115518.26
2121,84172.016
2122,101289.11
2123,85872.445
2124,179900.0
2125,129017.305
2126,175615.97
2127,159443.75
2128,136766.28
2129,96393.375
2130,141199.42
2131,166974.66
2132,110177.29
2133,115146.45
2134,118116.305
2135,90890.57
2136,74197.44
2137,112469.586
2138,136571.92
2139,149787.27
2140,131171.78
2141,132362.11
2142,134540.42
2143,136496.1
2144,126146.805
2145,136428.36
2146,160260.36
2147,146100.62
2148,133059.12
2149,142553.92
2150,248409.56
2151,136796.56
2152,192256.78
2153,164862.97
2154,119109.45
2155,131030.72
2156,248234.84
2157,252028.25
2158,248761.25
2159,214465.02
2160,169193.8
2161,245806.89
2162,424304.12
2163,294770.6
2164,248707.72
2165,191160.11
2166,144957.7
2167,206117.83
2168,199156.55
2169,188854.92
2170,217429.7
2171,140794.42
2172,134824.22
2173,150461.7
2174,235173.7
2175,294927.7
2176,315188.72
2177,254352.0
2178,209521.12
2179,143808.73
2180,192498.1
2181,188482.8
2182,212212.34
2183,180850.33
2184,128983.54
2185,92920.164
2186,139584.27
2187,147723.28
2188,154269.86
2189,175272.42
2190,83307.89
2191,88427.92
2192,103057.46
2193,89661.54
2194,101996.6
2195,108113.79
2196,106255.71
2197,117814.86
2198,157553.64
2199,176119.95
2200,135191.64
2201,134699.89
2202,212426.33
2203,174200.05
2204,175101.78
2205,113895.99
2206,135241.39
2207,232991.5
2208,230625.06
2209,188054.8
2210,125817.53
2211,120445.44
2212,121040.19
2213,107286.43
2214,135104.39
2215,104300.375
2216,132985.72
2217,84483.05
2218,74590.66
2219,69345.24
2220,68558.74
2221,331231.03
2222,271596.78
2223,284821.03
2224,201799.08
2225,119858.32
2226,176650.67
2227,200536.58
2228,274841.0
2229,244079.31
2230,163951.69
2231,213926.88
2232,182590.12
2233,151309.36
2234,275019.1
2235,209029.69
2236,296490.4
2237,359026.75
2238,195879.81
2239,99662.82
2240,163100.98
2241,149745.52
2242,135112.42
2243,124414.8
2244,86307.555
2245,105475.08
2246,152257.86
2247,113911.82
2248,129479.41
2249,129234.37
2250,126839.9
2251,105450.89
2252,177987.89
2253,155289.9
2254,179753.34
2255,191041.3
2256,186760.39
2257,199060.16
2258,166067.7
2259,180055.83
2260,142025.16
2261,167490.11
2262,199802.75
2263,343171.12
2264,465981.12
2265,162194.84
2266,304151.56
2267,405934.94
2268,400962.9
2269,157913.45
2270,181117.27
2271,262413.38
2272,210497.44
2273,164888.05
2274,170441.48
2275,171212.47
2276,188919.33
2277,195860.12
2278,154062.6
2279,128126.555
2280,108536.0
2281,180925.86
2282,192768.06
2283,101476.41
2284,105974.29
2285,158401.48
2286,124838.875
2287,330911.28
2288,240865.17
2289,377147.53
2290,448920.62
2291,326046.88
2292,418356.78
2293,473398.0
2294,431713.12
2295,445514.12
2296,326944.12
2297,296425.28
2298,325816.8
2299,453176.47
2300,324606.1
2301,285915.94
2302,240521.06
2303,213600.45
2304,228318.83
2305,182232.3
2306,180770.94
2307,190391.36
2308,211877.14
2309,301302.06
2310,221995.34
2311,190184.19
2312,180495.73
2313,163847.98
2314,172250.03
2315,163979.86
2316,195795.67
2317,184194.98
2318,175698.12
2319,169527.34
2320,187397.19
2321,262696.4
2322,154821.14
2323,182609.9
2324,165277.34
2325,208024.2
2326,166893.89
2327,220953.19
2328,229233.94
2329,178436.16
2330,175723.06
2331,385761.97
2332,382459.22
2333,322014.06
2334,254501.25
2335,252400.84
2336,316284.06
2337,204635.81
2338,290574.03
2339,218126.86
2340,373241.06
2341,198468.67
2342,248228.17
2343,218522.8
2344,239037.52
2345,229133.44
2346,215593.67
2347,195337.95
2348,221260.83
2349,152660.3
2350,273491.78
2351,232912.98
2352,216715.2
2353,240459.17
2354,135950.52
2355,139721.03
2356,149110.64
2357,183306.36
2358,200055.12
2359,121299.61
2360,118843.484
2361,138726.22
2362,294014.28
2363,145074.08
2364,146595.31
2365,234323.52
2366,173471.27
2367,213417.11
2368,205235.42
2369,209202.1
2370,177696.33
2371,165572.7
2372,191879.94
2373,264653.38
2374,288369.9
2375,271452.28
2376,295729.1
2377,334816.2
2378,133761.25
2379,196187.6
2380,143462.33
2381,152795.05
2382,192568.61
2383,210295.97
2384,246155.3
2385,148214.83
2386,137863.73
2387,135876.0
2388,92975.96
2389,121781.375
2390,136112.86
2391,139208.02
2392,115753.69
2393,165886.34
2394,143631.27
2395,203677.6
2396,154261.55
2397,200834.92
2398,124829.62
2399,49976.56
2400,42095.453
2401,122726.734
2402,150626.53
2403,131494.62
2404,139427.5
2405,163097.94
2406,142793.45
2407,128225.81
2408,144709.9
2409,127775.09
2410,180832.34
2411,124293.12
2412,160111.64
2413,137180.05
2414,133242.75
2415,121528.0
2416,124512.31
2417,132789.17
2418,121987.95
2419,117757.52
2420,128160.78
2421,149422.84
2422,119991.64
2423,119602.64
2424,154443.6
2425,164044.08
2426,114491.21
2427,131668.0
2428,153705.27
2429,121028.45
2430,132001.75
2431,101360.02
2432,143945.77
2433,153325.48
2434,139527.36
2435,139678.97
2436,114865.22
2437,105915.25
2438,122937.15
2439,109244.35
2440,116265.32
2441,97955.43
2442,108746.65
2443,115692.61
2444,117176.695
2445,79973.38
2446,143069.84
2447,228450.47
2448,142827.7
2449,121366.195
2450,161638.17
2451,117028.49
2452,177053.86
2453,95918.89
2454,117696.875
2455,112171.086
2456,148820.73
2457,130399.305
2458,115123.36
2459,107937.87
2460,128130.31
2461,125095.19
2462,154968.95
2463,125638.48
2464,171414.4
2465,130735.78
2466,100388.53
2467,158425.98
2468,78395.95
2469,79091.66
2470,163984.25
2471,196109.19
2472,174879.38
2473,112750.44
2474,84255.195
2475,210942.64
2476,120850.06
2477,125581.695
2478,151708.3
2479,100889.94
2480,137908.17
2481,124422.87
2482,141349.22
2483,112503.89
2484,117016.49
2485,125908.336
2486,158470.31
2487,177255.47
2488,158860.53
2489,143165.38
2490,150406.73
2491,80371.61
2492,172661.95
2493,129982.76
2494,171300.44
2495,85704.055
2496,227283.27
2497,149365.81
2498,112860.41
2499,85936.77
2500,129857.66
2501,138207.53
2502,145092.81
2503,91749.555
2504,184912.06
2505,227701.88
2506,233956.78
2507,335329.62
2508,230985.94
2509,210263.22
2510,213998.92
2511,178867.19
2512,212261.12
2513,210350.97
2514,241370.08
2515,150129.3
2516,156938.86
2517,139131.3
2518,146773.31
2519,210234.97
2520,195850.23
2521,181667.06
2522,219460.6
2523,124030.03
2524,130835.75
2525,145223.39
2526,134223.17
2527,116596.836
2528,127117.64
2529,134191.06
2530,115890.29
2531,239809.45
2532,226743.81
2533,207368.12
2534,244085.0
2535,325483.56
2536,220780.95
2537,216326.66
2538,176905.6
2539,196332.48
2540,169284.7
2541,180243.86
2542,145964.19
2543,124761.266
2544,130414.805
2545,117184.67
2546,133203.34
2547,134121.67
2548,125703.02
2549,154083.48
2550,244200.84
2551,133612.75
2552,113590.02
2553,85235.625
2554,113318.3
2555,122697.6
2556,88089.09
2557,108201.46
2558,156173.81
2559,137474.67
2560,142060.3
2561,141366.33
2562,145771.42
2563,158409.84
2564,176411.44
2565,137851.86
2566,152772.28
2567,142430.64
2568,207012.19
2569,176154.81
2570,126854.49
2571,168217.16
2572,201698.19
2573,240786.84
2574,257401.72
2575,135488.25
2576,120578.016
2577,169019.19
2578,87490.41
2579,57063.547
2580,127249.1
2581,134566.11
2582,124799.78
2583,300793.0
2584,148102.44
2585,165109.52
2586,203322.05
2587,184862.33
2588,171886.97
2589,144406.94
2590,221488.81
2591,219180.89
2592,219784.69
2593,269282.3
2594,186999.77
2595,202180.69
2596,346892.62
2597,200350.27
2598,283456.0
2599,325746.8
2600,187691.62
2601,138771.4
2602,77148.74
2603,93422.1
2604,83368.16
2605,66479.87
2606,139534.4
2607,176885.08
2608,196174.86
2609,161560.45
2610,114607.35
2611,161014.61
2612,145865.6
2613,118652.16
2614,125158.43
2615,161026.89
2616,140660.48
2617,178933.98
2618,166166.75
2619,210029.19
2620,189024.31
2621,178669.84
2622,177058.92
2623,206089.16
2624,280552.16
2625,293087.4
2626,179455.6
2627,162322.55
2628,419053.94
2629,526449.25
2630,363263.12
2631,518476.94
2632,413153.88
2633,307859.25
2634,360037.56
2635,151347.7
2636,175496.95
2637,165241.4
2638,253967.1
2639,188377.45
2640,153569.52
2641,102230.22
2642,201016.75
2643,113517.28
2644,126474.59
2645,103928.28
2646,98394.234
2647,93114.67
2648,134115.61
2649,148816.16
2650,163720.66
2651,149401.94
2652,514233.22
2653,242868.92
2654,222404.75
2655,320447.12
2656,336394.16
2657,356138.2
2658,259305.38
2659,297877.5
2660,325840.9
2661,286325.1
2662,310493.62
2663,268768.62
2664,300046.1
2665,291869.97
2666,278282.72
2667,149700.27
2668,162792.67
2669,164389.78
2670,278713.4
2671,177059.53
2672,190190.12
2673,204168.66
2674,193269.39
2675,173267.95
2676,185467.97
2677,198321.05
2678,239407.89
2679,249754.11
2680,269478.4
2681,395467.34
2682,305813.84
2683,512758.94
2684,308205.8
2685,308973.3
2686,248612.25
2687,360377.97
2688,210565.39
2689,213321.03
2690,489364.97
2691,176338.97
2692,119062.76
2693,180297.78
2694,123622.2
2695,180309.36
2696,179865.53
2697,199369.95
2698,198936.47
2699,183410.19
2700,157795.31
2701,139662.83
2702,102724.83
2703,141723.27
2704,140869.05
2705,121125.76
2706,120253.04
2707,125421.29
2708,132069.83
2709,115474.234
2710,115537.62
2711,277768.1
2712,365883.78
2713,169046.42
2714,146430.52
2715,173282.17
2716,149437.39
2717,183313.89
2718,231128.47
2719,163266.73
2720,163305.27
2721,143622.8
2722,162805.4
2723,137765.95
2724,135912.7
2725,133694.02
2726,145400.97
2727,182710.53
2728,184151.55
2729,128800.73
2730,138758.86
2731,124885.03
2732,120407.65
2733,155424.23
2734,134712.14
2735,129749.195
2736,139302.7
2737,121609.984
2738,123191.93
2739,154594.95
2740,148850.22
2741,155814.06
2742,148225.61
2743,148925.89
2744,158840.95
2745,140299.36
2746,137446.4
2747,161366.1
2748,135289.52
2749,128818.95
2750,140800.55
2751,133334.52
2752,216043.9
2753,161934.98
2754,181339.58
2755,119762.84
2756,90287.664
2757,78806.336
2758,85987.57
2759,162238.83
2760,129971.1
2761,147505.75
2762,149996.22
2763,188977.3
2764,162158.61
2765,268418.03
2766,139549.05
2767,89534.76
2768,135672.64
2769,126049.49
2770,153187.69
2771,122412.34
2772,122776.78
2773,158389.5
2774,136297.12
2775,122098.94
2776,152423.83
2777,137573.72
2778,120044.79
2779,121952.555
2780,100675.01
2781,101776.51
2782,82900.44
2783,109968.95
2784,129776.33
2785,142123.58
2786,58062.984
2787,118725.914
2788,84110.84
2789,203135.27
2790,91576.27
2791,106950.02
2792,70435.55
2793,169315.42
2794,107003.34
2795,127317.66
2796,101829.62
2797,219555.5
2798,128059.69
2799,115163.21
2800,61799.65
2801,111070.836
2802,138857.61
2803,153769.78
2804,144191.6
2805,88783.69
2806,83899.055
2807,149109.48
2808,141731.78
2809,136510.1
2810,141251.2
2811,148431.88
2812,144701.94
2813,138668.22
2814,153720.7
2815,124641.42
2816,278848.4
2817,134339.9
2818,129816.79
2819,179477.62
2820,116783.23
2821,116391.62
2822,198093.12
2823,270298.38
2824,186284.1
2825,151469.45
2826,124683.73
2827,135249.12
2828,204569.73
2829,185668.64
2830,212275.0
2831,179852.86
2832,234366.03
2833,320107.84
2834,206999.78
2835,227374.8
2836,187952.47
2837,160176.64
2838,142969.11
2839,166083.98
2840,189700.88
2841,205833.39
2842,229044.3
2843,156018.86
2844,164909.03
2845,117360.15
2846,215184.05
2847,190717.3
2848,215706.8
2849,201317.44
2850,266199.3
2851,216076.42
2852,215848.7
2853,234390.0
2854,140517.33
2855,203089.25
2856,203438.98
2857,187249.92
2858,204569.83
2859,132860.94
2860,127646.76
2861,124188.484
2862,194087.27
2863,128893.39
2864,256120.72
2865,141856.7
2866,131845.9
2867,86681.22
2868,92792.76
2869,117909.96
2870,122780.15
2871,109586.52
2872,56034.01
2873,114131.69
2874,137737.34
2875,107540.6
2876,146977.61
2877,146346.67
2878,179296.28
2879,145992.73
2880,94084.68
2881,145877.53
2882,174404.2
2883,175554.3
2884,192327.89
2885,219180.42
2886,206580.62
2887,90545.38
2888,127682.984
2889,47436.59
2890,73505.35
2891,140211.55
2892,68794.29
2893,101030.805
2894,47446.285
2895,332449.62
2896,279357.28
2897,213005.45
2898,162656.34
2899,208346.14
2900,162316.88
2901,197024.16
2902,186589.28
2903,338365.44
2904,358493.25
2905,111909.58
2906,211316.31
2907,114537.65
2908,117250.15
2909,140520.19
2910,78504.56
2911,78847.72
2912,160329.27
2913,73891.25
2914,72673.31
2915,78289.85
2916,74816.08
2917,150030.11
2918,102553.96
2919,196962.8
